Year,Month,Product_ID,Country,counts,Expense_Price,Sales
2014,9,2,Argentina,0,2539.234,5618164.72
2014,9,2,Belgium,0,472.967,807730.7
2014,9,1,Columbia,0,1611.258,3645624.65
2014,9,2,Columbia,0,2853.217,5955417.06
2014,9,3,Columbia,0,2271.28725,22459.6
2014,9,2,Denmark,0,55753.775,131133133.59
2014,9,4,England,0,187.279,173861.19
2014,9,5,England,0,377.266,556789.45
2014,9,4,Finland,0,1732.551,38019992.88
2014,10,1,Argentina,1,14815.265,43777125
2014,10,2,Argentina,1,2938.24,6459935.58
2014,10,2,Belgium,0,501.281,809379.13
2014,10,1,Columbia,1,1709.91,3579737.26
2014,10,2,Columbia,1,2889.495,6042685.3
2014,10,3,Columbia,1,2271.28725,161523.85
2014,10,2,Denmark,0,56694.275,136919977.97
2014,10,4,England,0,185.283,169238.25
2014,10,5,England,0,377.148,555016.03
2014,10,4,Finland,0,1115.553,23672488.22
2014,11,1,Argentina,1,14102.804,42375375
2014,11,2,Argentina,1,2883.778,6433704.76
2014,11,2,Belgium,2,541.5,1078073.22
2014,11,1,Columbia,2,1546.397,3270469.24
2014,11,2,Columbia,2,2707.814,5634191.99
2014,11,3,Columbia,2,2271.28725,175611
2014,11,2,Denmark,0,46988.786,118431661.67
2014,11,4,England,0,185.804,172209.52
2014,11,5,England,0,450.171,702080.27
2014,11,4,Finland,1,1169.936,25217203.55
2014,12,1,Argentina,2,16190.614,44243325
2014,12,2,Argentina,2,2779.454,5799395.84
2014,12,2,Belgium,1,581.686,1160494.72
2014,12,1,Columbia,2,1630.762,3497122.76
2014,12,2,Columbia,2,2943.855,6198339.19
2014,12,3,Columbia,2,2271.28725,151235.65
2014,12,2,Denmark,2,59005.861,143531544.71
2014,12,4,England,2,185.654,190486.77
2014,12,5,England,2,418.12,702025.84
2014,12,4,Finland,3,1402.402,30169071.14
2015,1,1,Argentina,1,16242.659,46580625
2015,1,2,Argentina,1,2612.94,5899549.88000001
2015,1,3,Argentina,1,8903.0308,126000
2015,1,2,Belgium,1,428.642,768168.38
2015,1,1,Columbia,2,1726.867,3714838.12
2015,1,2,Columbia,2,3224.534,6766600
2015,1,3,Columbia,2,2492.33671,159065.7
2015,1,2,Denmark,1,56134.354,133856392.86
2015,1,4,England,1,188.135,195201
2015,1,5,England,1,385.36,625523.23
2015,1,4,Finland,2,1416.856,30706372.78
2015,2,1,Argentina,0,12136.229,33068700
2015,2,2,Argentina,0,2522.207,6045011.7
2015,2,3,Argentina,0,8903.0308,4180050
2015,2,2,Belgium,0,453.835,911579.06
2015,2,1,Columbia,0,1697.531,3586109.1
2015,2,2,Columbia,0,2789.498,5803800
2015,2,3,Columbia,0,2492.33671,213032.1
2015,2,2,Denmark,0,46304.89,124109535.33
2015,2,4,England,0,153.179,116495.4
2015,2,5,England,0,338.272,520297.16
2015,2,4,Finland,0,1206.613,50113926.02
2015,3,1,Argentina,3,16330.077,37864575
2015,3,2,Argentina,3,2712.103,6517166.46000001
2015,3,3,Argentina,3,8903.0308,7437150
2015,3,2,Belgium,0,534.915,1003893.87
2015,3,1,Columbia,1,2133.89,4634858.58
2015,3,2,Columbia,1,3440.901,7220520
2015,3,3,Columbia,1,2492.33671,214405.45
2015,3,2,Denmark,0,62489.301,155846791.86
2015,3,4,England,0,177.187,171654.87
2015,3,5,England,0,390.226,644014.48
2015,3,4,Finland,0,1588.459,9044923.37
2015,4,1,Argentina,4,14901.627,35136675
2015,4,2,Argentina,4,2929.983,6727013.02
2015,4,3,Argentina,4,8903.0308,7626150
2015,4,2,Belgium,2,687.835,1152252.57
2015,4,1,Columbia,2,1884.971,3937762.95
2015,4,2,Columbia,2,3037.194,6347680
2015,4,3,Columbia,2,2492.33671,289779.2
2015,4,2,Denmark,4,61485.779,155810968.54
2015,4,4,England,2,179.485,175965.8
2015,4,5,England,2,421.233,700804.34
2015,4,4,Finland,3,1432.277,31067217.98
2015,5,1,Argentina,2,15056.339,35565075
2015,5,2,Argentina,2,2624.414,6040242.46
2015,5,3,Argentina,2,8903.0308,6189750
2015,5,2,Belgium,2,541.664,974222.13
2015,5,1,Columbia,1,1748.956,3645917.15
2015,5,2,Columbia,1,3004.249,6298080
2015,5,3,Columbia,1,2492.33671,269092.15
2015,5,2,Denmark,2,55469.158,137113400.57
2015,5,4,England,2,163.298,146318.87
2015,5,5,England,2,353.808,561857.78
2015,5,4,Finland,2,1148.367,24446467.61
2015,6,1,Argentina,2,19631.652,41756400
2015,6,2,Argentina,2,3114.002,6865320.98
2015,6,3,Argentina,2,8903.0308,6611850
2015,6,2,Belgium,2,611.86,1130822.98
2015,6,1,Columbia,3,2023.57,4283181.4
2015,6,2,Columbia,3,3291.362,6897600
2015,6,3,Columbia,3,2492.33671,263377.45
2015,6,2,Denmark,2,74418.107,190104748.79
2015,6,4,England,0,174.837,168604.45
2015,6,5,England,0,381.576,632909.8
2015,6,4,Finland,3,1517.116,31931776.3
2015,7,1,Argentina,1,13289.789,33115950
2015,7,2,Argentina,1,3443.931,7668937.92000001
2015,7,3,Argentina,1,8903.0308,9405900
2015,7,2,Belgium,1,757.019,1368196.9
2015,7,1,Columbia,0,1905.465,4079098.85
2015,7,2,Columbia,0,3509.448,7364800
2015,7,3,Columbia,0,2492.33671,272259.75
2015,7,2,Denmark,0,51061.811,127425823.2
2015,7,4,England,0,191.911,202965.67
2015,7,5,England,0,438.43,758260.11
2015,7,4,Finland,0,1313.673,28287106.21
2015,8,1,Argentina,1,14762.316,23892750
2015,8,2,Argentina,1,2842.179,6512397.22
2015,8,3,Argentina,1,8903.0308,15353100
2015,8,2,Belgium,1,644.724,1213244.48
2015,8,1,Columbia,2,1463.681,3052256.05
2015,8,2,Columbia,2,2859.274,5960240.14
2015,8,3,Columbia,2,2492.33671,184946.75
2015,8,2,Denmark,0,66816.85,170660459.11
2015,8,4,England,1,153.892,117529.03
2015,8,5,England,1,312.222,465606.53
2015,8,4,Finland,0,1334.374,28765114.99
2015,9,1,Argentina,0,14722.833,24914925
2015,9,2,Argentina,0,3139.684,7041782.86
2015,9,3,Argentina,0,8903.0308,19533150
2015,9,2,Belgium,0,576.617,847293.02
2015,9,1,Columbia,0,1582.971,3292214.49
2015,9,2,Columbia,0,3324.522,6969600
2015,9,3,Columbia,0,2492.33671,239002.1
2015,9,2,Denmark,0,68813.706,177181292.15
2015,9,4,England,0,178.459,175108.6
2015,9,5,England,0,381.886,627134.72
2015,9,4,Finland,0,1350.59,28817795.16
2015,10,1,Argentina,1,13491.587,16380000
2015,10,2,Argentina,1,3206.61,7447168.26000001
2015,10,3,Argentina,1,8903.0308,18515700
2015,10,2,Belgium,0,691.665,1259400.52
2015,10,1,Columbia,1,1919.617,4067910.85
2015,10,2,Columbia,1,3168.865,6637040
2015,10,3,Columbia,1,2492.33671,276301.7
2015,10,2,Denmark,0,63104.573,162617201.82
2015,10,4,England,0,174.667,164722.15
2015,10,5,England,0,381.837,624252.68
2015,10,4,Finland,0,1441.062,31268810.86
2015,11,1,Argentina,1,14529.224,14762475
2015,11,2,Argentina,1,3439.969,7840630.56
2015,11,3,Argentina,1,8903.0308,18802350
2015,11,2,Belgium,2,775.212,1158546.58
2015,11,1,Columbia,2,1685.98,3634705.1
2015,11,2,Columbia,2,3384.614,7280000
2015,11,3,Columbia,2,2492.33671,187704.3
2015,11,2,Denmark,0,63298.225,171598330.34
2015,12,1,Argentina,2,13106.782,15003450
2015,12,2,Argentina,2,2883.604,6431320.14
2015,12,3,Argentina,2,8903.0308,20257650
2015,12,2,Belgium,1,869.079,1660268.72
2015,12,1,Columbia,2,1731.891,3569022.15
2015,12,2,Columbia,2,3276.23,6792000
2015,12,3,Columbia,2,2492.33671,282780.1
2015,12,2,Denmark,2,80201.526,199093884
2016,1,1,Argentina,1,10215.226,14740425
2016,1,2,Argentina,1,3274.259,7535399.2
2016,1,3,Argentina,1,6472.014,17375400
2016,1,2,Belgium,1,561.64,972174.24
2016,1,1,Columbia,2,1592.134,3313485.6
2016,1,2,Columbia,2,3435.625,7215200
2016,1,3,Columbia,2,2478.78083,253521
2016,1,2,Denmark,1,48144.265,126197283.95
2016,2,1,Argentina,0,8349.122,11214000
2016,2,2,Argentina,0,3062.503,7318398.78
2016,2,3,Argentina,0,6472.014,16280775
2016,2,2,Belgium,0,598.845,1087259.28
2016,2,1,Columbia,0,1691.403,3617369.09
2016,2,2,Columbia,0,3060.411,6409600
2016,2,3,Columbia,0,2478.78083,228392.8
2016,2,2,Denmark,0,62181.002,176268459.04
2016,3,1,Argentina,3,10691.996,15016050
2016,3,2,Argentina,3,3238.978,7456706.74
2016,3,3,Argentina,3,6472.014,20441925
2016,3,2,Belgium,0,775.883,1424461.63
2016,3,1,Columbia,1,1559.468,2928867.34
2016,3,2,Columbia,1,3533.644,7419560
2016,3,3,Columbia,1,2478.78083,930756.55
2016,3,2,Denmark,0,73427.088,195700752.63
2016,4,3,Argentina,4,6472.014,15893325
2016,4,3,Columbia,2,2478.78083,2065856.85
2016,5,3,Argentina,2,6472.014,20074950
2016,5,3,Columbia,1,2478.78083,1806626.8
2016,6,3,Argentina,2,6472.014,17676225
2016,6,3,Columbia,3,2478.78083,2587822.25
2016,7,3,Argentina,1,6472.014,16461900
2016,7,3,Columbia,0,2478.78083,2790065.35
2016,8,3,Argentina,1,6472.014,17821125
2016,8,3,Columbia,2,2478.78083,2781916
2016,9,3,Argentina,0,6472.014,18586575
2016,9,3,Columbia,0,2478.78083,3572224.1
2016,10,3,Argentina,1,6472.014,17909325
2016,10,3,Columbia,1,2478.78083,3196697.4
2016,11,3,Argentina,1,6472.014,19826100
2016,11,3,Columbia,2,2478.78083,4263236.55
2016,12,3,Argentina,2,6472.014,16550100
2016,12,3,Columbia,2,2478.78083,4351764.9
